subject,relation,object,topic,old_index
My life story,includes,stops,1,10272
life,includes,story,1,10273
piece,told,dog,1,10274
I,name,my next dog,1,10276
I,love,book,1,10277
I,name,Enzo,1,10278
I,name,my dog,1,10279
book,name,next,1,10280
book,name,dog,1,10281
I,write,one,1,10282
reviews,is,many,1,10283
book,seems,own,1,10284
book,seems,review,1,10285
Summary,is,0,1,10286
naturi,have,local,1,10287
naturi,have,vampires,1,10288
reviews,help,most,1,10289
reviews,help,reek,1,10290
reviews,help,political,1,10291
reviews,help,rhetoric,1,10292
kind,enjoyed,book,1,10293
I,read again,book,1,10294
I,read,book,1,10295
I,read book again,to see,1,10296
I,read book,to see,1,10297
I,have,sure,1,10298
I,have,treatment,1,10299
I,have,hope,1,10300
I,have,first,1,10301
I,have,followers,1,10302
I,love,warrior series,1,10303
I,love,warrior,1,10304
I,have always loved,warrior cat books,1,10305
I,have loved,warrior cat books,1,10306
books,loved,I,1,10307
books,loved,warrior,1,10308
jayfeather,is banned,because clans still think,1,10309
I,passed out,so long ivypool,1,10310
jayfeather,is still banned,clans still think,1,10311
place,is with,stars battle plan,1,10312
I,loved,series,1,10313
me,laugh,it,1,10314
I,passed out,long ivypool,1,10315
jayfeather,is banned,because clans think,1,10316
jayfeather,is,banned,1,10317
jayfeather,is,still banned,1,10318
jayfeather,is banned,clans still think,1,10319
jayfeather,is still banned,because clans think,1,10320
jayfeather,is still banned,because clans still think,1,10321
jayfeather,is still banned,clans think,1,10322
I,passed out,ivypool,1,10323
she,is,determined,1,10324
jayfeather,is banned,clans think,1,10325
I,passed out ivypool from,reading,1,10326
series,made,long,1,10327
series,made,ivypool,1,10328
we,'re like,oil,1,10329
quot,'re,oil,1,10330
I,am big,genre,1,10331
fan,is,big,1,10332
adventures,has,kind,1,10334
adventures,is at,kind,1,10335
her previous works,is with,investigators,1,10336
book,is,great,1,10337
Deborah,has,book,1,10338
Deborah,is at,book,1,10339
James,enjoy,one,1,10340
It,starts with,rant about everything,1,10341
It,starts with,towering rant about everything,1,10342
It,starts with,rant,1,10343
It,starts with,towering rant,1,10344
Christianity,functions in,society,1,10345
Rosie Winter,return from,USO tour,1,10346
her friend,return from,USO tour in South Pacific,1,10347
USO tour,is in,South Pacific,1,10348
Rosie Winter,return to,New York,1,10349
Rosie Winter,return from,USO tour in South Pacific,1,10350
her friend,return to,New York,1,10351
her friend,return from,USO tour,1,10352
friend,return,tour,1,10353
I,'ve read,about 5 books,1,10354
I,'ve,books,1,10355
I,'ve,selfish,1,10356
I,'ve,people,1,10357
I,'ve,last,1,10358
I,'ve,months,1,10359
I,enjoyed,whole series,1,10360
I,enjoyed,series,1,10361
series,is,whole,1,10362
I,enjoyed,whole,1,10363
I,enjoyed,series,1,10364
nuggets,be sifted out,self absorbed dreck,1,10365
tiny nuggets,be sifted out,self absorbed dreck,1,10366
tiny nuggets,be,sifted,1,10367
enough value,put up with,self congratulatory text,1,10368
tiny nuggets,be sifted out,dreck,1,10369
nuggets,be sifted out,dreck,1,10370
value,put up with,text,1,10371
value,put up with,smug text,1,10372
value,put up with,self congratulatory text,1,10373
value,put up with,smug self congratulatory text,1,10374
nuggets,be,sifted,1,10375
enough value,put up with,smug text,1,10376
enough value,put up with,smug self congratulatory text,1,10377
nuggets,be sifted out,absorbed dreck,1,10378
tiny nuggets,be sifted out,absorbed dreck,1,10379
enough value,put up with,text,1,10380
nuggets,is,tiny,1,10381
book,is,great,1,10382
read,is,interesting,1,10383
book,is,great,1,10385
love,has,book,1,10386
love,is at,book,1,10387
book,was,love,1,10388
book,was,forgiveness,1,10389
Jones,be,timely,1,10390
I,was fan With,Dragon Tatoo series,1,10391
I,was,fan of Girl With Dragon Tatoo series,1,10392
I,was huge fan With,Dragon Tatoo series,1,10393
I,was huge,Girl,1,10394
huge fan,is With,Dragon Tatoo series,1,10395
I,was,huge fan of Girl With Dragon Tatoo series,1,10396
I,was huge fan of,Girl,1,10397
I,was,fan,1,10398
I,was,huge fan,1,10399
I,was fan of,Girl,1,10400
fan,is,huge,1,10401
I,was,huge,1,10402
I,was,fan,1,10403
I,was,series,1,10404
you,love,it,1,10405
wrongdoings,is in,financial world,1,10406
you,set with,backdrop of wrongdoings in world,1,10407
you,set like,murder mysteries,1,10408
you,set with,backdrop of wrongdoings in financial world,1,10409
you,set with,backdrop of wrongdoings,1,10410
you,set with,backdrop,1,10411
book,'ve,author,1,10413
I,love,Ree Drummond 's cookbooks,0,10414
Ree Drummond,has,cookbooks,0,10415
I,love,cookbooks,0,10416
Lone Bean,is 's,excellent children,1,10417
Lone Bean,is 's,excellent children read,1,10418
Bean,is,read,1,10419
Lone Bean,is 's,children read,1,10420
Bean,is,excellent,1,10421
Lone Bean,is 's,children,1,10422
Lone,is at,Bean,1,10423
we,open,minded,1,10424
account,will give,us,1,10425
we,open,minded in our belief of Supreme Being,1,10426
we,open,minded in our belief after death,1,10427
we,open,minded in our belief,1,10428
we,open,minded in our belief of Supreme Being after death,1,10429
our Founding Fathers,are,money,1,10430
our Fathers,are,big money,1,10431
our Founding Fathers,are,big money,1,10432
our Fathers,are,money,1,10433
I,love,series,1,10435
I,love,series,1,10436
one,enthralled,I,1,10437
one,enthralled,last,1,10438
one,enthralled,books,1,10439
one,enthralled,trilogy,1,10440
I,have,book,1,10441
I,have,much,1,10442
I,have,bit,1,10443
I,have,juicy,1,10444
I,have,anticipation,1,10445
Olivia,annoyed,me,1,10447
her grandmother,annoyed,me,1,10448
I did Robby,is in,first few chapters,1,10449
chapters,was,book,1,10450
chapters,was,stars,1,10451
DESTINED final book,is in,Wings series,1,10452
Pike,is,book,1,10453
Pike,is,final,1,10454
Pike,is,Wings,1,10455
Pike,is,series,1,10456
Men,put,stories,1,10457
Gaiman,remains,writer,1,10458
Gaiman,remains,excellent writer,1,10459
you,expect from,him,1,10460
small logging village,is in,thinly populated area soomewhere in New England,1,10463
bones,is,bare,1,10464
I,loved,story,1,10465
I,loved,story,1,10466
Kiera,is,ideal heroine,1,10467
Kiera,is,heroine,1,10468
Hidden World,Formed,Deep Bond,1,10469
Hidden World,Formed,Bond,1,10470
Hidden World,Formed Bond in,Process,1,10471
Hidden World,Formed Bond by,author Irene M,1,10472
Intelligence,Formed,Deep,1,10473
Intelligence,Formed,Bond,1,10474
biography,has,mix,1,10475
biography,is at,mix,1,10476
mix,is,biography,1,10477
mix,is,scientific,1,10478
mix,is,bird,1,10479
mix,is,metaphysical,1,10480
mix,is,autobiography,1,10481
it,find,books,1,10483
it,has,so difficult,1,10484
it,has,difficult,1,10485
reading,tastes,bit,1,10486
reading,tastes,eclectic,1,10487
reading,tastes,difficult,1,10488
reading,tastes,books,1,10489
Magic,has,Colour,1,10490
Magic,is at,Colour,1,10491
i,have discovered,Hawthorne,1,10492
i,have just discovered,Hawthorne,1,10493
hooked,discovered,i,1,10494
reader,is,core,1,10495
memoirs,has,reader,1,10496
memoirs,is at,reader,1,10497
I,'m,core,1,10498
I,'m,reader,1,10499
I,'m,memoirs,1,10500
read,is,slow,1,10501
me,start off by,saying,1,10502
respect,is,utmost,1,10503
Cakes,start,me,1,10504
Cakes,start,utmost,1,10505
Cakes,start,respect,1,10506
Cakes,start,staff,1,10507
?,was,you,1,10508
?,was,tomorrow,1,10509
you,is change,future,1,10510
you,is change future with,knowledge,1,10511
?,change,you,1,10512
?,change,future,1,10513
premise,'s,Tomorrow,1,10514
book,is,axcellent,1,10515
you,far?As,nonfiction,1,10516
Dawn,has,Sex,1,10517
Dawn,is at,Sex,1,10518
audiobooks,'ve,top,1,10519
growing company,is in,history of planet,1,10520
Google,become,growing company,1,10521
Google,become,growing company in history,1,10522
Google,become,growing company in history of planet,1,10523
Google,become,company in history,1,10524
Google,become,company in history of planet,1,10525
Jeff Jarvis,attempts In,book,1,10526
Jeff Jarvis,attempts,to dissect,1,10527
Google,become,company,1,10528
Jeff,is,2,1,10529
Jarvis,dissect,fastest,1,10530
Jarvis,dissect,company,1,10531
Jarvis,dissect,history,1,10532
internet,see,media,1,10533
they,assaulted,his yacht,1,10534
coast,is,Caribbean,1,10535
he,was,drowned,1,10536
he,embarks on,mission,1,10537
he,was drowned at,sea,1,10538
he,find,her,1,10539
he,embarks on,extensive mission,1,10540
daughter,believed,extensive,1,10541
TRIP,is,boy next door memoir,1,10542
LONGEST TRIP,is,boy next door memoir,1,10543
TRIP,is,boy door memoir,1,10544
LONGEST TRIP,is,heartwarming boy door memoir,1,10545
LONGEST TRIP,is,boy door memoir,1,10546
TRIP,is,heartwarming boy door memoir,1,10547
LONGEST TRIP,is,heartwarming boy next door memoir,1,10548
TRIP,is,heartwarming,1,10549
TRIP,is,heartwarming boy next door memoir,1,10550
TRIP,is,LONGEST,1,10551
HOME,is,2,1,10552
you,ask,questions,1,10553
you,ask,provoking questions,1,10554
you,ask,success provoking questions,1,10555
you,become,more successful,1,10556
you,become,successful,1,10557
author,has,idea,1,10558
you,ask,yourself,1,10559
idea,ask,successful,1,10560
idea,ask,success,1,10561
beginning therapist,should read,book,1,10562
beginning,read,therapist,1,10563
book,is,Good,1,10564
book,is meant for,anyone,1,10565
book,is,meant,1,10566
reading,was,quick,1,10567
reading,Enjoyed,book,1,10568
reading,held,my interest,1,10569
reading,was,quick,1,10570
reading,was,interest,1,10571
Story line,was,great,1,10572
line,was,great,1,10573
people,refuse,to address,1,10574
many people,refuse,to address,1,10575
book,is,wonderful,1,10576
mystery,has,places,1,10577
mystery,has,outlying,1,10578
?,do,we,1,10579
Sam,gets,seven,1,10580
day,is,same,1,10581
Samantha,has,life,1,10582
Samantha,is at,life,1,10583
life,is,non-life,1,10584
selflessness,went,I,1,10585
selflessness,went,idea,1,10586
I,feel cover,honest,1,10587
I,feel cover,To honest,1,10588
I,feel cover,completely honest,1,10589
I,feel,cover,1,10590
I,feel,honest,1,10591
I,feel,To completely honest,1,10592
I,feel cover,To completely honest,1,10593
I,feel,To honest,1,10594
I,feel,completely honest,1,10595
I,feel,cover of book,1,10596
book,has,cover,1,10597
book,is at,cover,1,10598
lacking,feel,I,1,10599
lacking,feel,honest,1,10600
lacking,feel,cover,1,10601
lacking,feel,book,1,10602
CARRIE DIARIES,follows,Carrie Bradshaw pre-Sex,1,10603
I,'m,70,1,10604
understanding,is,men,1,10605
famine,is in,landlocked Malawi,1,10606
story,is,remarkable,1,10607
book,left,me unsatisfied,1,10608
book,left,unsatisfied,1,10609
long,be,developed,1,10610
story,takes,long,1,10611
story,takes,too long,1,10612
story,be,long,1,10613
your reaction,will rest,how you feel about election of Barack Obama,1,10614
you,feel about,election of Barack Obama,1,10615
your reaction,will rest,you feel about election of Barack Obama,1,10616
your reaction,will rest,you feel,1,10617
your reaction,will rest,on how you feel,1,10618
your reaction,will rest,on how you feel about election of Barack Obama,1,10619
he,comes across as,finest candidate,1,10620
your reaction,will rest,how you feel about election,1,10621
your reaction,will rest,on you feel,1,10622
he,comes across in,2008 election,1,10623
you,feel about,election,1,10624
your reaction,will rest,how you feel,1,10625
your reaction,will rest,you feel about election,1,10626
your reaction,will rest,on you feel about election,1,10627
your reaction,will rest,on you feel about election of Barack Obama,1,10628
your reaction,will rest,on how you feel about election,1,10629
he,comes across as,candidate,1,10630
book,feel,finest,1,10631
book,feel,election,1,10632
I,liked,book WAY,1,10633
I,liked more,book WAY,1,10634
WAY,was,more,1,10635
mystery,understand,I,1,10636
mystery,understand,people,1,10637
Face Thief,begins with,stunning sequence one,1,10638
Face Thief,begins with,sequence one,1,10639
me,wince with,excruciating sentence,1,10640
Face,is at,Thief,1,10641
everything,known,year,1,10643
everything,known,old,1,10644
I,gave,book,1,10645
it,was,because hard,1,10646
it,was,hard,1,10647
I,gave,four stars,1,10648
book,is at,stars,1,10649
stars,was,hard,1,10650
incredible man,is with,drive,1,10651
story,is,Great,1,10652
story,match,man,1,10653
story,match,incredible,1,10654
story,match,drive,1,10655
story,match,few,1,10656
story,match,world,1,10657
it,tells,story of those,1,10658
take place,is in,competitions,1,10659
it,tells,story,1,10660
I,enjoyed,book,1,10661
book,provides,wonderful view of journey to Kailas,1,10662
book,provides,wonderful view of journey,1,10663
book,provides,view of journey,1,10664
book,provides,view of journey to Kailas,1,10665
book,provides,wonderful view,1,10666
book,provides,view,1,10667
book,is at,view,1,10668
book,provides,wonderful,1,10669
book,provides,view,1,10670
book,provides,journey,1,10671
premise,is,original,1,10672
premise,is,bit,1,10673
premise,is,clunky,1,10674
premise,is,places,1,10675
premise,is,original,1,10676
They,are,hard,1,10677
They,are,so hard,1,10678
They,are,hard,1,10679
I,was,thrilled,1,10680
I,have,chance,1,10681
chance,is at,copy,1,10682
Bleu,have,I,1,10683
Bleu,have,thrilled,1,10684
Bleu,have,chance,1,10685
Bleu,have,early,1,10686
Bleu,have,copy,1,10687
Christopher Moore,is blessing to,word,1,10688
Christopher Moore,is,blessing,1,10689
Christopher Moore,is blessing to,written word,1,10690
blessing,written,word,1,10691
Desire,was,amazing,1,10692
Desire,was amazing as,Body Finder,1,10693
Desire,was just amazing as,Body Finder,1,10694
Desire,was,just amazing,1,10695
Body,was,Finder,1,10696
Paul Rudnick,is,writer,1,10697
Paul Rudnick,is,celebrated writer,1,10698
Paul Rudnick,is celebrated writer of,novels,1,10699
Paul Rudnick,is writer of,novels,1,10700
novels,plays,screenplays,1,10701
novels,plays,first,1,10702
novels,plays,Values,1,10703
interesting booktoo words,required many too many many many too many for,reviewtoo,1,10704
interesting booktoo words,required many too many many many too many for,reviewtoo,1,10705
interesting booktoo words,required too many for,reviewtoo,1,10706
interesting booktoo words,required too many for,reviewtoo,1,10707
interesting booktoo many words,required many too many too too many for,reviewtoo,1,10708
interesting booktoo many words,required many too many too too many for,reviewtoo,1,10709
booktoo words,required many many many many many for,reviewtoo,1,10710
interesting booktoo words,required too many many many too too many for,reviewtoo,1,10711
interesting booktoo many words,required many many many too many for,reviewtoo,1,10712
interesting booktoo many words,required many many many too many for,reviewtoo,1,10713
interesting booktoo many words,required many many many too many for,reviewtoo,1,10714
interesting booktoo many words,required many many many too many for,reviewtoo,1,10715
interesting booktoo many words,required many many many too many for,reviewtoo,1,10716
interesting booktoo many words,required many many many too many for,reviewtoo,1,10717
booktoo many words,required too many many too too many for,reviewtoo,1,10718
booktoo many words,required too many many too too many for,reviewtoo,1,10719
interesting booktoo words,required many too many many many many for,reviewtoo,1,10720
interesting booktoo many words,required many too many many too too many for,reviewtoo,1,10721
interesting booktoo many words,required many too many many too too many for,reviewtoo,1,10722
interesting booktoo many words,required many too many many too too many for,reviewtoo,1,10723
booktoo many words,required many too many many too too many for,reviewtoo,1,10724
booktoo many words,required many too many many too too many for,reviewtoo,1,10725
booktoo many words,required many too many many too too many for,reviewtoo,1,10726
booktoo words,required many too many too many many too too many for,reviewtoo,1,10727
interesting booktoo many words,required too many too many many too many for,reviewtoo,1,10728
